movieId;movieName;releaseDate
5273;Firstborn;1984
5274;Fish Tank;2009
5275;Fish and Elephant;2001
5276;Fist Fight;2017
5277;Fist of Fury;1972
5278;Fist of Legend;1994
5279;Fist of the North Star:;1986 & 1995
5280;Fists in the Pocket;1965
5281;Fists of Fury;1971
5282;Fit Lover;2008
5283;Fitzcarraldo;1982
5284;Five Came Back;1939
5285;Five Corners;1987
5286;Five Days, Five Nights:;1960 & 1996
5287;Five Deadly Venoms;1978
5288;Five Easy Pieces;1970
5289;Five Girls;2006
5290;Five Graves to Cairo;1943
5291;Five Killers;2009
5292;Five Million Years to Earth;1967
5293;Five Minutes of Heaven;2009
5294;Five Minutes to Tomorrow;2014
5295;Five Star Final;1931
5296;Five Weeks in a Balloon;1962
5297;Five for Hell;1969
5298;Fiza;2000
5299;Flags of Our Fathers;2006
5300;Flaming Star;1960
5301;Flamingo Road;1949
5302;Flarsky;2019
5303;Flash Gordon Conquers the Universe;1940
5304;Flash Gordon's Trip to Mars;1938
5305;Flash Gordon:;1936 & 1980
5306;Flash of Genius;2008
5307;Flashback:;1969 & 1990
5308;Flashbacks of a Fool;2008
5309;Flashdance;1983
5310;Flat!;2010
5311;Flatland;2007
5312;Flatland 2: Sphereland;2012
5313;Flatland: The Movie;2007
5314;Flatliners:;1990 & 2017
5315;Flawless:;1999 & 2008
5316;Fled;1996
5317;Fleet of Time;2014
5318;Flesh & Blood:;1985 & 1993
5319;Flesh Gordon;1974
5320;Flesh Gordon Meets the Cosmic Cheerleaders;1989
5321;Flesh and Bone;1993
5322;Flesh and the Devil;1926
5323;Flesh for Frankenstein;1973
5324;Flesh for the Beast;2003
5325;Flesh:;1932 & 1968
5326;Flesheater;1988
5327;Fletch;1985
5328;Fletch Lives;1989
5329;Flicka;2006
5330;Flight 93;2006
5331;Flight of the Intruder;1991
5332;Flight of the Living Dead;2008
5333;Flight of the Navigator;1986
5334;Flight of the Raven;1984
5335;Flight to Mars;1951
5336;Flight:;1929, 2009 & 2012
5337;Flightplan;2005
5338;Flipped;2010
5339;Flipper:;1963 & 1996
5340;Flipping Out;2007
5341;Flirtation Walk;1934
5342;Flirting;1991
5343;Flirting with Disaster;1996
5344;Floating Life;1996
5345;Floating Weeds;1959
5346;Florence Foster Jenkins;2016
5347;Flower & Garnet;2002
5348;Flower Drum Song;1961
5349;Flower and Snake: Zero;2014
5350;Flowers and Trees;1932
5351;Flowers in the Attic:;1987 & 2014
5352;Flowers in the Shadows;2008
5353;Flowers of Shanghai;1998
5354;Flubber;1997
5355;Fluke;1995
5356;Flushed Away;2006
5357;Fly Away Home;1996
5358;Fly Me to the Moon;2008
5359;Flyboys;2006
5360;Flying Boys;2004
5361;Flying Down to Rio;1933
5362;Flying Leathernecks;1951
5363;Flying Padre;1951
5364;Flying Tigers;1942
5365;Flying Virus;2001
5366;Flying Wild;1941
5367;Flywheel;2003
5368;Flåklypa Grand Prix;1975
5369;Focus:;2001 & 2015
5370;Follow Me My Queen;2015
5371;Follow Me Quietly;1949
5372;Follow Me, Boys!;1966
5373;Follow That Bird;1985
5374;Follow That Dream;1962
5375;Follow the Fleet;1936
5376;Following;1998
5377;Food, Inc.;2009
5378;Foodfight!;unreleased
5379;Fool for Love;1985
5380;Fool's Gold;2008
5381;Foolish Plans;2016
5382;Foolproof;2003
5383;Fools Rush In:;1949, 1973 & 1997
5384;Football Under Cover;2008
5385;Footlight Parade;1933
5386;Footloose:;1984 & 2011
5387;Footnote;2011
5388;Footrot Flats: The Dog's Tale;1986
5389;For All Mankind;1989
5390;For Colored Girls;2010
5391;For Eternal Hearts;2007
5392;For Heaven's Sake;1926
5393;For Love of the Game;1999
5394;For Love or Country: The Arturo Sandoval Story;2000
5395;For Love or Money;1993
5396;For Me and My Gal;1942
5397;For One Night;2006
5398;For Queen and Country;1989
5399;For Richer or Poorer;1997
5400;For Scent-imental Reasons;1949
5401;For Those in Peril;1944
5402;For Whom the Bell Tolls;1943
5403;For Your Consideration;2006
5404;For Your Eyes Only;1981
5405;For a Few Bullets;2016
5406;For a Few Dollars More;1965
5407;For a Good Time, Call...;2012
5408;For a Lost Soldier;1992
5409;For the Birds;2000
5410;For the First Time:;1959 & 2008
5411;Forbidden;1949
5412;Forbidden Forest;2004
5413;Forbidden Fruit:;1921 & 2000
5414;Forbidden Games;1952
5415;Forbidden Love: The Unashamed Stories of Lesbian Lives;1992
5416;Forbidden Planet;1956
5417;Forbidden Zone;1982
5418;Force 10 from Navarone;1978
5419;Force of Evil;1948
5420;Forces of Nature;1999
5421;Foreign Correspondent;1940
5422;Foreigners;1972
5423;Forever Amber;1947
5424;Forever Enthralled;2008
5425;Forever Love:;2014 & 2015
5426;Forever Mine;1999
5427;Forever Young:;1992 & 2014
5428;Forever the Moment;2008
5429;Forget All Remember;2014
5430;Forget Paris;1995
5431;Forgetting Sarah Marshall;2008
5432;Forgotten Silver;1995
5433;Forklift Driver Klaus – The First Day on the Job;2000
5434;Formosa;2005
5435;Formula 17;2004
5436;Formula 51;2001
5437;Forrest Gump;1994
5438;Fort Apache;1948
5439;Fortress 2: Re-Entry;1999
5440;Fortress:;1985, 1992 & 2012
5441;Forty Guns;1958
5442;Forty Shades of Blue;2005
5443;Foul Play:;1920, 1977 & 1978
5444;Four Brothers;2005
5445;Four Christmases;2008
5446;Four Daughters;1938
5447;Four Days in September;1997
5448;Four Feathers:;1939 & 2002
5449;Four Horsemen of the Apocalypse;1962
5450;Four Horsemen of the Apocalypse:;1921 & 1962
5451;Four Rooms;1995
5452;Four Shades of Brown;2004
5453;Four Weddings and a Funeral;1994
5454;Four for Venice;1998
5455;Four of the Apocalypse;1975
5456;Four's a Crowd;1938
5457;Fourteen Hours;1951
5458;Fox and His Friends;1976
5459;Foxes;1980
5460;Foxfire:;1955, 1987 & 1996
5461;Foxy Brown;1974
5462;Fra Diavolo;1933
5463;Fracture:;2004 & 2007
5464;Fragile;2005
5465;Frailty;2001
5466;Framed:;1930, 1947, 1975 & 1990 TV
5467;Frances;1982
5468;Frances Ha;2013
5469;Frank Film;1973
5470;Frankenfish;2004
5471;Frankenhooker;1990
5472;Frankenstein Conquers the World;1965
5473;Frankenstein Created Woman;1967
5474;Frankenstein Meets the Wolf Man;1943
5475;Frankenstein Must Be Destroyed;1969
5476;Frankenstein Unbound;1990
5477;Frankenstein and the Monster from Hell;1974
5478;Frankenstein's Daughter;1958
5479;Frankenstein:;1910 & 1931
5480;Frankenstein: The True Story;1973
5481;Frankenweenie:;1984 & 2012
5482;Frankie and Johnny:;1966 & 1991
5483;Franklin and the Green Knight;2000
5484;Franklin and the Turtle Lake Treasure aka Franklin and Granny's Secret;2006
5485;Franklin's Magic Christmas;2001
5486;Franklyn;2009
5487;Frantic;1988
5488;Franz Schubert;1953
5489;Frat House;1998
5490;Fraternity Vacation;1985
5491;Frau im Mond;1929
5492;Freak Talks About Sex;1999
5493;Freaked;1993
5494;Freaks;1932
5495;Freaky Friday:;1976 & 2003
5496;Fred Claus;2007
5497;Fred Ott Holding a Bird;1894
5498;Fred Ott's Sneeze;1894
5499;Freddy Got Fingered;2001
5500;Freddy vs. Jason;2003
5501;Freddy's Dead: The Final Nightmare;1991
5502;Free Birds;2013
5503;Free Soul;1931
5504;Free Willy;1993
5505;Free Willy 2: The Adventure Home;1995
5506;Free Willy 3: The Rescue;1997
5507;Free Willy: Escape from Pirate's Cove;2010
5508;Freebie and the Bean;1974
5509;Freedom Downtime;2001
5510;Freedom Writers;2007
5511;Freedomland;2006
5512;Freejack;1992
5513;Freeway;1988 & 1996
5514;Freeway II: Confessions of a Trickbaby;1999
5515;Freeze Frame;2004
5516;Freeze Me;2000
5517;French Cancan;1955
5518;French Connection II;1975
5519;French Kiss:;1995, 2011 & 2015
5520;French Rarebit;1951
5521;French Twist;1996
5522;Frenzy;1972
5523;Frequency;2000
5524;Frequently Asked Questions About Time Travel;2009
5525;Fresh Hare;1942
5526;Fresh Horses;1988
5527;Fresh:;1994 & 2009
5528;Frida;2002
5529;Friday;1995
5530;Friday After Next;2002
5531;Friday Night Lights;2004
5532;Friday the 13th Part 2;1981
5533;Friday the 13th Part III;1982
5534;Friday the 13th Part VI: Jason Lives;1986
5535;Friday the 13th Part VII: The New Blood;1988
5536;Friday the 13th Part VIII: Jason Takes Manhattan;1989
5537;Friday the 13th:;1980 & 2009
5538;Friday the 13th: A New Beginning;1985
5539;Friday the 13th: The Final Chapter;1984
5540;Fried Green Tomatoes;1991
5541;Friedemann Bach;1941
5542;Friend:;2001 & 2009
5543;Friendly Persuasion;1956
5544;Friends with Benefits;2011
5545;Friends with Kids;2012
5546;Friends with Money;2006
5547;Friends:;1971, 1999 & 2001
5548;Fright Night Part 2;1988
5549;Fright Night:;1985 & 2011
5550;Frigid Hare;1949
5551;Frisco Kid;1935
5552;Fritz the Cat;1972
5553;Frogs;1972
5554;From Beyond;1986
5555;From Beyond the Grave;1975
5556;From Dusk Till Dawn;1996
5557;From Dusk Till Dawn 2: Texas Blood Money;1999
5558;From Dusk Till Dawn 3: The Hangman's Daughter;2000
5559;From Hell;2001
5560;From Here to Eternity;1953
5561;From Justin to Kelly;2003
5562;From Noon Till Three;1976
5563;From Now On;2007
5564;From Paris with Love;2010
5565;From Russia with Love;1963
5566;From Soup to Nuts;1928
5567;From Stump to Ship;1930
5568;From Vegas to Macau;2014
5569;From Vegas to Macau II;2015
5570;From the Drain;1967
5571;From the Earth to the Moon;1958
5572;From the Life of the Marionettes;1980
5573;From the Manger to the Cross;1912
5574;From the Mixed-Up Files of Mrs. Basil E. Frankweiler:;1995 TV & 1973
5575;From the Terrace;1960
5576;Frontier;s
5577;Frost/Nixon;2009
5578;Frostbite:;2005 & 2006
5579;Frostbiter: Wrath of the Wendigo;1996
5580;Frozen 2;2019
5581;Frozen River;2008
5582;Frozen with Fear;2000
5583;Frozen:;1997, 2005, 2007, 2010 US, 2010 Hong Kong & 2013
5584;Fruitvale Station;2013
5585;Frække Frida;1994
5586;Fuck;2006
5587;Fucking Åmål;1998
5588;Fuckland;2000
5589;Fudoh: The New Generation;1996
5590;Fuji;1975
5591;Fujian Blue;2007
5592;Full Body Massage;1995
5593;Full Contact;1992
5594;Full Disclosure:;2001 & 2005
5595;Full Frontal;2002
5596;Full Metal Jacket;1987
5597;Full Moon High;1981
5598;Full-Court Miracle;2003
5599;Fullmetal Alchemist;2017
5600;Fullmetal Alchemist the Movie: Conqueror of Shamballa;2005
5601;Fullmetal Alchemist: The Sacred Star of Milos;2011
5602;Fulltime Killer;2001
5603;Fumō Chitai;1976
5604;Fun Down There;1988
5605;Fun Size;2012
5606;Fun and Fancy Free;1947
5607;Fun in Acapulco;1963
5608;Fun with Dick and Jane:;1977 & 2005
5609;Funeral in Berlin;1966
5610;Funny About Love;1990
5611;Funny Bones;1995
5612;Funny Face;1957
5613;Funny Farm;1988
5614;Funny Games;1997 & 2008
5615;Funny Girl;1964
5616;Funny Ha Ha;2007
5617;Funny Lady;1975
5618;Funny People;2009
5619;Fur: An Imaginary Portrait of Diane Arbus;2006
5620;Furious 7;2015
5621;Furry Vengeance;2010
5622;Fursonas;2016
5623;Fury;1936 & 2012 & 2014
5624;Futurama: Bender's Big Score;2007
5625;Futurama: Bender's Game;2008
5626;Futurama: Into the Wild Green Yonder;2009
5627;Futurama: The Beast with a Billion Backs;2008
5628;Futuresport;1998 TV
5629;Futureworld;1976
5630;G Men;1935
5631;G-Block City [1996];
5632;G-Force;2009
5633;G-Men from Hell;2000
5634;G-SALE;2003
5635;G.I. Blues;1960
5636;G.I. Jane;1997
5637;G.I. Joe: Retaliation;2013
5638;G.I. Joe: The Movie;1987
5639;G.I. Joe: The Rise of Cobra;2009
5640;G.O.R.A.;2005
5641;G@me;2003
5642;GG Bond 2;2014
5643;Gabbeh;1997
5644;Gabriel Over the White House;1933
5645;Gabriel:;1976 & 2007
5646;Gabrielle:;1954, 2005 & 2013
5647;Gaby;1956
5648;Gada Meilin;2002
5649;Gagamboy;2004
5650;Galaxina;1980
5651;Galaxy Invader;1985
5652;Galaxy Quest;1999
5653;Galaxy Turnpike;2015
5654;Galaxy of Terror;1981
5655;Gallipoli:;1981 & 2005
5656;Gambit:;1966 & 2012
5657;Game Over, Man!;2018
5658;Game Over:;2003 TV, 2012 & 2017
5659;Game Over: Kasparov and the Machine;2003
5660;Game of Death;1978
5661;Game of Death II;1981
5662;Gamer;2009
5663;Gamera 2: Attack of Legion;1996
5664;Gamera 3: The Revenge of Iris;1999
5665;Gamera vs. Guiron;1969
5666;Gamera vs. Gyaos;1967
5667;Gamera vs. Zigra;1971
5668;Gamera: Guardian of the Universe;1995
5669;Gamers;2006
5670;Ganbare! Gian!!;2001
5671;Gandhi;1982
5672;Gang Related;1997
5673;Gang in Blue;1996
5674;Gangaajal;2003
5675;Gangs of New York;2002
5676;Gangs of Wasseypur;2012
5677;Gangster No. 1;2000
5678;Gangster Payday;2014
5679;Gangster Squad;2013
5680;Ganja and Hess;1973
5681;Gantz: O;2016
5682;Garage Days;2002
5683;Garakowa: Restore the World;2016
5684;Garbo;1992
5685;Garden State;2004
5686;Garden of Evil;1954
5687;Garden of Heaven;2003
5688;Gardens of Stone;1987
5689;Garfield: A Tale of Two Kitties;2006
5690;Garfield: The Movie;2004
5691;Garm Wars: The Last Druid;2014
5692;Garçon stupide;2004
5693;Garōden;1995
5694;Gas Food Lodging;1992
5695;Gas!;1971
5696;Gaslight:;1940 & 1944
5697;Gasoline;2001
5698;Gate of Flesh;1964
5699;Gates of Heaven;1980
5700;Gattaca;1997
5701;Gay Purr-ee;1962
5702;GeGeGe no Nyōbō;2010
5703;Gekijōban Meiji Tokyo Renka: Yumihari no Serenade;2015
5704;Gemini Man;2019
5705;Gemini:;1999, 2002 Tamil & 2002 Telugu
5706;Gene-X;2006
5707;General Idi Amin Dada: A Self Portrait;1974
5708;General Spanky;1936
5709;General della Rovere;1959
5710;Generation X;1996 TV
5711;Genevieve;1953
5712;Genova;1953
5713;Gentleman Jim;1942
5714;Gentleman's Agreement;1947
5715;Gentlemen Broncos;2009
5716;Gentlemen Marry Brunettes;1955
5717;Gentlemen Prefer Blondes;1953
5718;Gentlemen of Fortune;1971
5719;Georg;2007
5720;George Lucas in Love;1999
5721;George Wallace;1997
5722;George Washington;2000
5723;George White's 1935 Scandals;1935
5724;George of the Jungle;1997
5725;George of the Jungle 2;2003
5726;Georgia Rule;2007
5727;Georgia:;1988 & 1995
5728;Georgica;1998
5729;Georgy Girl;1966
5730;Geostorm;2017
5731;Gerald McBoing-Boing;1951
5732;Gerald's Game;2017
5733;Geraldine's Fortune;2004
5734;Geri's Game;1997
5735;Germany Pale Mother;1980
5736;Germany, Year Zero;1948
5737;Geronimo's Last Raid;1912
5738;Gerry;2002
5739;Gertie the Dinosaur;1914
5740;Gertrud;1964
5741;Gervaise;1956
5742;Get Carter:;1971 & 2000
5743;Get Christie Love!;1974
5744;Get Hard;2015
5745;Get Him to the Greek;2010
5746;Get Low;2009
5747;Get Out;2017
5748;Get Out Your Handkerchiefs;1978
5749;Get Out of My Room;1985
5750;Get Over It;2001
5751;Get Real;1998
5752;Get Rich or Die Tryin';2005
5753;Get Shorty;1995
5754;Get Smart;2008
5755;Get Up!;2003
5756;Get a Clue;2002
5757;Get on Up;2014
5758;Get on the Bus;1996
5759;Get the Gringo;2012
5760;Getaway;2013
5761;Gettin' Square;2003
5762;Getting Any?;1995
5763;Getting Away with Murder;1996
5764;Getting Away with Murder: The JonBenét Ramsey Mystery;2000
5765;Getting Even with Dad;1994
5766;Getting Home;2007
5767;Getting In;1994
5768;Getting My Brother Laid;2001
5769;Getting There;2002
5770;Gettysburg;1993
5771;Geulimja;1935
5772;Geumbungeo;1927
5773;Ghajini;2008
5774;Ghidorah, the Three-Headed Monster;1965
5775;Ghilli;2004
5776;Ghost Dad;1990
5777;Ghost Dog: The Way of the Samurai;1999
5778;Ghost House;2004
5779;Ghost Rider:;1982 & 2007
5780;Ghost Rider: Spirit of Vengeance;2012
5781;Ghost Ship:;1952 & 2002
5782;Ghost Station;2007
5783;Ghost Story;1981
5784;Ghost Town;2008
5785;Ghost World;2001
5786;Ghost in Love;1998
5787;Ghost in the Machine;1993
5788;Ghost in the Noonday Sun;1973
5789;Ghost in the Shell 2: Innocence;2004
5790;Ghost in the Shell:;1995 & 2017
5791;Ghost:;1990, 1998 & 2012
5792;Ghost: In Your Arms Again;2010
5793;Ghostbusters;1984 & 2016
5794;Ghostbusters II;1989
5795;Ghosts Can't Do It;1990
5796;Ghosts of Girlfriends Past;2009
5797;Ghosts of Mars;2001
5798;Ghosts of Mississippi;1996
5799;Ghosts of the Abyss;2003
5800;Ghosts:;1915, 2005, 2006 & 2014
5801;Ghosts… of the Civil Dead;1988
5802;Ghoulies;1985
5803;Ghoulies 2;1987
5804;Ghoulies III: Ghoulies Go To College;1991
5805;Ghoulies IV;1994
5806;Ghulam;1998
5807;Gia;1998
5808;Giallo;2010
5809;Giant;1956
5810;Gidget;1959
5811;Gidget Goes Hawaiian;1961
5812;Gie;2005
5813;Gift of Gab;1934
5814;Gigantic;2009
5815;Gigantic;A Tale of Two Johns
5816;Gigi;1958
5817;Gigli;2003
5818;Gilda;1946
5819;Gimme Shelter;1970
5820;Ginger Snaps;2000
5821;Ginger Snaps 2: Unleashed;2004
5822;Ginger Snaps Back: The Beginning;2004
5823;Ginger and Fred;1986
5824;Ginger in the Morning;1974
5825;Gintama;2017
5826;Girl 6;1996
5827;Girl Crazy:;1932 & 1943
5828;Girl Happy;1965
5829;Girl Most Likely;2013
5830;Girl Shy;1924
5831;Girl in Gold Boots;1969
5832;Girl on the Bridge;1999
5833;Girl with a Pearl Earring;2003
5834;Girl, Interrupted;1999
5835;Girl, Positive;2007
5836;Girlfight;2000
5837;Girlfriend From Hell;1990
5838;Girlfriends;1978
5839;Girls Just Want to Have Fun;1985
5840;Girls Town;1959
5841;Girls Will Be Girls;2003
5842;Girls und Panzer der Film;2015
5843;Girls! Girls! Girls!;1962
5844;Give Seven Days;2014
5845;Gladiator:;1992 & 2000
5846;Glass House: The Good Mother;2006
5847;Glass Houses;1972
5848;Glass:;1958 & 2019
5849;Gleaming the Cube;1989
5850;Glen or Glenda;1953
5851;Glengarry Glen Ross;1992
5852;Glitter;2001
5853;Gloomy Sunday;1999
5854;Gloria:;1980, 1999 American, 1999 Portuguese, 2013 & 2014
5855;Glorious 39;2009
5856;Glorious Betsy;1928
5857;Glory Road;2006
5858;Glory:;1956, 1989 & 2016
5859;Glow of the Firefly;2014
5860;Gnanambika;1940
5861;Gnomeo & Juliet;2011
5862;Gnomes And Trolls;2016
5863;Go Figure;2005 TV
5864;Go West:;1925 & 1940
5865;Go:;1999 & 2001
5866;Goal 3;2007
5867;Goal! 2: Living the Dream...;2007
5868;Goal! The Dream Begins;2005
5869;Goat:;2015 & 2016
5870;Goats;2012
5871;God Bless America;2012
5872;God Father;2017
5873;God Grew Tired of Us;2006
5874;God On My Side;2006
5875;God Sleeps in Rwanda;2005
5876;God Told Me To;1976
5877;God of Gamblers;1989
5878;God's Angry Man;1980 TV
5879;God's Army;2000
5880;God's Clay:;1919 & 1928
5881;God's Club;2015[1]
5882;God's Little Acre;1958
5883;God's Not Dead;2014
5884;God's Not Dead 2;2016
5885;God's Not Dead: A Light in Darkness;2018
5886;Godbeast Megazord: Return of Green Dragon;2016
5887;Goddess;2013
5888;Godfather:;1991, 2007 & 2012
5889;Gods and Generals;2003
5890;Gods and Monsters;1998
5891;Godsend:;2004 & 2014
5892;Godspell;1973
5893;Godzilla vs. Kong;2020
5894;Godzilla:;1998 & 2014
5895;Goemon;2009
5896;Gog;1954
5897;Goin' Coconuts;1978
5898;Goin' South;1978
5899;Going Berserk;1983
5900;Going Clear;2015
5901;Going Hollywood;1933
5902;Going My Way;1944
5903;Going Overboard;1989
5904;Going Places;1974
5905;Going Upriver: The Long War of John Kerry;2004
5906;Going by the Book;2007
5907;Going in Style:;1979 & 2017
5908;Going the Distance:;2004 & 2010
5909;Going to the Mat;2004 TV
5910;Gokulamlo Seetha;1997
5911;Gol Maal;1979
5912;Gold Diggers of '49;1935
5913;Gold Diggers of 1933;1933
5914;Gold Diggers of 1935;1935
5915;Gold Diggers of Broadway;1929
5916;Gold Rush Daze;1939
5917;Golden Boy;1939
5918;Golden Brother;2014
5919;Golden Yeggs;1950
5920;GoldenEye;1995
5921;Goldfinger;1964
5922;Goldwyn Follies;1938
5923;Gomorrah;2008
5924;Gone Baby Gone;2007
5925;Gone Fishin';1997
5926;Gone Girl;2014
5927;Gone Nutty;2002
5928;Gone in 60 Seconds:;1974 & 2000
5929;Gone to Earth;1950
5930;Gone with the Pope;1976
5931;Gone with the Wind;1939
5932;Gone:;2007 & 2012
5933;Good Advice;2001
5934;Good Boy!;2003
5935;Good Burger;1997
5936;Good Bye Lenin!;2003
5937;Good Deeds;2012
5938;Good Dick;2008
5939;Good Guys Wear Black;1978
5940;Good Hair;2009
5941;Good Luck Chuck;2008
5942;Good Men, Good Women;1995
5943;Good Morning;1959
5944;Good Morning and... Goodbye!;1967
5945;Good Morning, Boys;1937
5946;Good Morning, Vietnam;1987
5947;Good Neighbor Sam;1964
5948;Good News:;1930 & 1947
5949;Good Night, and Good Luck;2005
5950;Good Scouts;1938
5951;Good Time;2017
5952;Good Times;1967
5953;Good Will Hunting;1997
5954;Goodbye Again:;1933 & 1961
5955;Goodbye Casanova;2000 TV
5956;Goodbye Lover;1999
5957;Goodbye, Columbus;1969
5958;Goodbye, Dragon Inn;2003
5959;Goodbye, Mr. Chips:;1939 & 1969
5960;Goodfellas;1990
5961;Goofy and Wilbur;1939
5962;Goon;2012
5963;Gorgeous;1999
5964;Gorgo;1961
5965;Gorillas in the Mist;1988
5966;Gorky Park;1983
5967;Gosford Park;2001
5968;Gossip:;2000 American & 2000 Swedish
5969;Gotcha!;1985
5970;Gothic;1986
5971;Gothika;2003
5972;Gotta Kick It Up!;2002 TV
5973;Goya's Ghosts;2006
5974;Gozu;2003
5975;Grace Is Gone;2008
5976;Grace Quigley;1984
5977;Grace of My Heart;1996
5978;Grace:;2009 & 2014
5979;Gracie's Choice;2004
5980;Grain in Ear;2005
5981;Gran Torino;2008
5982;Grand Canyon Adventure: River at Risk;2008
5983;Grand Canyon:;1958 & 1991
5984;Grand Champion;2002
5985;Grand Hotel:;1927 & 1932
5986;Grand Illusion;1937
5987;Grand Prix:;1934, 1966 & 2010
5988;Grand Slam:;1967 & 1978
5989;Grand Theft Auto;1977
5990;Grand Theft Parsons;2003
5991;Grande École;2004
5992;Grandhotel;2006
5993;Grandma's Boy:;1922 & 2006
5994;Grandma:;1979 & 2015
5995;Grandview, U.S.A.;1984
5996;Grass Roots;production
5997;Grass:;1925, 1968 & 1999
5998;Grasshopper;2015
5999;Grassroots;2012
6000;Grave Encounters;2011
6001;Grave of the Fireflies;1988
6002;Graveyard Keeper's Daughter;2011
6003;Graveyard Shift:;1987 & 1990
6004;Gravity:;2009 & 2013
6005;Gray Lady Down;1978
6006;Gray Matters:;2006 & 2014
6007;Gray's Anatomy;1996
6008;Grayson;2004
6009;Grease;1978
6010;Grease 2;1982
6011;Greased Lightning;1977
6012;Great Balls of Fire!;1989
6013;Great Expectations:;1917, 1934, 1946, 1998, 1999 & 2012
6014;Great White;1980
6015;Greed;1924
6016;Greedy;1994
6017;Green Book;2018
6018;Green Card;1990
6019;Green Card Fever;2003
6020;Green Fire;1954
6021;Green Fish;1997
6022;Green Lantern;2011
6023;Green Lantern: Emerald Knights;2011
6024;Green Lantern: First Flight;2009
6025;Green Mansions;1959
6026;Green Room;2016
6027;Green Snake;1993
6028;Green Street Hooligans;2005
6029;Green Tea;2003
6030;Green Zone;2010
6031;Green for Danger;1946
6032;Greenberg;2010
6033;Greenfingers;2000
6034;Greetings from Tim Buckley;2012
6035;Greetings:;1968 & 2004
6036;Gregory's Girl;1981
6037;Gregory's Two Girls;1999
6038;Gremlins;1984
6039;Gremlins 2: The New Batch;1990
6040;Grendel Grendel Grendel;1981
6041;Grey Gardens;1975
6042;Grey Matter;2011
6043;Grey Owl;1999
6044;Greystoke - The Legend of Tarzan, Lord of the Apes;1984
6045;Gridiron Gang;2006
6046;Gridlock'd;1997
6047;Grill Point;2002
6048;Grilled;2006
6049;Grind:;1997 & 2003
6050;Grindhouse;2007
6051;Grizzly;1976
6052;Grizzly II: The Predator;unreleased
6053;Grizzly Man;2005
6054;Groom Lake;2002
6055;Groove;2000
6056;Gross Anatomy;1989
6057;Grosse Pointe Blank;1997
6058;Groundhog Day;1993
6059;Grown Ups;2010
6060;Grown Ups 2;2013
6061;Grudge Match;2013
6062;Grumpier Old Men;1995
6063;Grumpy Old Men;1993
6064;Guadalcanal Diary;1943
6065;Guardians of the Galaxy;2014
6066;Guardians of the Galaxy Vol. 2;2017
6067;Guarding Tess;1994
6068;Guddi:;1961 & 1971
6069;Guerrilla:;1985 & 2011
6070;Guess Who;2005
6071;Guess Who's Coming to Dinner;1967
6072;Guest House Paradiso;1999
6073;Guest from the Future;1985 TV
6074;Guilty Bystander;1950
6075;Guilty as Sin;1993
6076;Guilty by Suspicion;1991
6077;Guilty:;1916, 2011 & 2015
6078;Guilty?;1930
6079;Guinea Pig film series;1985-1988
6080;Guinevere;1999
6081;Gulliver Mickey;1934
6082;Gulliver's Travels:;1939, 1977 & 2010
6083;Gumby: The Movie;1995
6084;Gummo;1997
6085;Gumshoe;1972
6086;Gun Crazy;1950
6087;Gun Crazy: A Woman from Nowhere;2002
6088;Gun Shy:;2000 & 2017
6089;Gun Woman;2014
6090;Guncrazy;1992
6091;Gunfight at the O.K. Corral;1957
6092;Gung Ho;1986
6093;Gunga Din;1939
6094;Gunman;1983
6095;Gunman in the Streets;1950
6096;Guns of El Chupacabra;1997
6097;Gupt: The Hidden Truth;1997
6098;Guru;1980, 1989, 1997, 2007, 2012, 2016 & 2017
6099;Gustave;2007
6100;Guyana Tragedy: The Story Of Jim Jones;1980
6101;Guyana: Crime Of The Century;1979
6102;Guys and Dolls;1955
6103;Guyver: Dark Hero;1994
6104;Guzaarish:;2010 & 2015
6105;Gymkata;1985
6106;Gypsy 83;2001
6107;Gypsy:;1937, 1962, 1993 TV & 2011
6108;H;2002
6109;H. G. Wells' The Shape of Things to Come;1979
6110;H.G. Wells' The War of the Worlds;2005
6111;H.M. Pulham, Esq.;1941
6112;H.M.S. Defiant;1962
6113;H.O.T.S.;1979
6114;H2O:;1929 & 2004
6115;Hababam sinifi;1975
6116;Habana Blues;2005
6117;Habeas Corpus;1928
6118;Hachi: A Dog's Tale;2009
6119;Hackers;1995
6120;Hacks:;1997 & 2002
6121;Hacksaw Ridge;2016
6122;Hadh Kar Di Aapne;2000
6123;Hag in a Black Leather Jacket;1964
6124;Haggard: The Movie;2003
6125;Hagiga B'Snuker;1975
6126;Haikara-san ga Tōru;1987
6127;Haiku Tunnel;2001
6128;Hail Caesar;1994
6129;Hail the Conquering Hero;1944
6130;Hail the Judge;1994
6131;Hail the Woman;1921
6132;Hail, Caesar!;2016
6133;Hair;1979
6134;Hair High;2004
6135;Hair-Raising Hare;1946
6136;Hairshirt;1998
6137;Hairspray:;1988 & 2007
6138;Halber Mensch;1986
6139;Half Baked;1998
6140;Half Human;1958
6141;Half Light;2006
6142;Half Nelson;2006
6143;Half Past Dead;2002
6144;Half a Confession;2004
6145;Half a Dozen Babies;1999 TV
6146;Half a Loaf of Kung Fu;1978
6147;Half-Caste;2004
6148;Halim;2006
6149;Hall Pass;2011
6150;Hall of Mirrors;2001
6151;Hallam Foe;2006
6152;Hallelujah!;1929
6153;Hallelujah, I'm a Bum;1933
6154;Halloween 4: The Return of Michael Myers;1988
